name,team,pos,salary,dk_id,snapshot_ts
brian thomas,JAX,WR,5500,43727672,2026-09-14T05:38:17.707035+00:00
chris rodriguez,JAX,RB,5100,43727386,2026-09-14T05:38:17.707035+00:00
jakobi meyers,JAX,WR,5000,43727692,2026-09-14T05:38:17.707035+00:00
lequint allen,JAX,RB,4300,43727448,2026-09-14T05:38:17.707035+00:00
quinn ewers,JAX,QB,4000,43727294,2026-09-14T05:38:17.707035+00:00
nick mullens,JAX,QB,4000,43727321,2026-09-14T05:38:17.707035+00:00
joey aguilar,JAX,QB,4000,43727322,2026-09-14T05:38:17.707035+00:00
ameer abdullah,JAX,RB,4000,43727618,2026-09-14T05:38:17.707035+00:00
j'mari taylor,JAX,RB,4000,43727622,2026-09-14T05:38:17.707035+00:00
brenton strange,JAX,TE,3600,43728246,2026-09-14T05:38:17.707035+00:00
travis hunter,JAX,WR,3400,43727792,2026-09-14T05:38:17.707035+00:00
josh cameron,JAX,WR,3000,43728180,2026-09-14T05:38:17.707035+00:00
cj williams,JAX,WR,3000,43728182,2026-09-14T05:38:17.707035+00:00
tim jones,JAX,WR,3000,43728184,2026-09-14T05:38:17.707035+00:00
austin trammell,JAX,WR,3000,43728186,2026-09-14T05:38:17.707035+00:00
chandler brayboy,JAX,WR,3000,43728188,2026-09-14T05:38:17.707035+00:00
brady boyd,JAX,WR,3000,43728190,2026-09-14T05:38:17.707035+00:00
trebor pena,JAX,WR,3000,43728194,2026-09-14T05:38:17.707035+00:00
michael wortham,JAX,WR,3000,43728196,2026-09-14T05:38:17.707035+00:00
tanner koziol,JAX,TE,2600,43728306,2026-09-14T05:38:17.707035+00:00
nate boerkircher,JAX,TE,2600,43728308,2026-09-14T05:38:17.707035+00:00
quintin morris,JAX,TE,2500,43728510,2026-09-14T05:38:17.707035+00:00
hayden rucci,JAX,TE,2500,44034643,2026-09-14T05:38:17.707035+00:00
JAX DST,JAX,DST,3400,43728526,2026-09-14T05:38:17.707035+00:00
bijan robinson,ATL,RB,7700,43727328,2026-09-14T05:38:17.707035+00:00
drake london,ATL,WR,6500,43727644,2026-09-14T05:38:17.707035+00:00
tua tagovailoa,ATL,QB,4800,43727257,2026-09-14T05:38:17.707035+00:00
michael penix,ATL,QB,4800,43727258,2026-09-14T05:38:17.707035+00:00
brian robinson,ATL,RB,4700,43727408,2026-09-14T05:38:17.707035+00:00
kyle pitts,ATL,TE,4700,43728224,2026-09-14T05:38:17.707035+00:00
jack strand,ATL,QB,4000,43727270,2026-09-14T05:38:17.707035+00:00
cooper rush,ATL,QB,4000,43727271,2026-09-14T05:38:17.707035+00:00
tyler goodson,ATL,RB,4000,43727468,2026-09-14T05:38:17.707035+00:00
nate carter,ATL,RB,4000,43727470,2026-09-14T05:38:17.707035+00:00
cash jones,ATL,RB,4000,43727472,2026-09-14T05:38:17.707035+00:00
zachariah branch,ATL,WR,3800,43727746,2026-09-14T05:38:17.707035+00:00
jahan dotson,ATL,WR,3700,43727750,2026-09-14T05:38:17.707035+00:00
olamide zaccheaus,ATL,WR,3500,43727772,2026-09-14T05:38:17.707035+00:00
dylan drummond,ATL,WR,3000,43727842,2026-09-14T05:38:17.707035+00:00
vinny anthony,ATL,WR,3000,43727844,2026-09-14T05:38:17.707035+00:00
chris blair,ATL,WR,3000,43727846,2026-09-14T05:38:17.707035+00:00
antwane wells,ATL,WR,3000,43727848,2026-09-14T05:38:17.707035+00:00
le'meke brockington,ATL,WR,3000,43727850,2026-09-14T05:38:17.707035+00:00
keelan marion,ATL,WR,3000,43727852,2026-09-14T05:38:17.707035+00:00
austin hooper,ATL,TE,2700,43728310,2026-09-14T05:38:17.707035+00:00
charlie woerner,ATL,TE,2500,43728312,2026-09-14T05:38:17.707035+00:00
jack velling,ATL,TE,2500,43728316,2026-09-14T05:38:17.707035+00:00
nick muse,ATL,TE,2500,44034623,2026-09-14T05:38:17.707035+00:00
ATL DST,ATL,DST,2600,43728540,2026-09-14T05:38:17.707035+00:00
jaylen warren,PIT,RB,5400,43727370,2026-09-14T05:38:17.707035+00:00
dk metcalf,PIT,WR,5400,43727676,2026-09-14T05:38:17.707035+00:00
aaron rodgers,PIT,QB,5300,43727249,2026-09-14T05:38:17.707035+00:00
rico dowdle,PIT,RB,5200,43727376,2026-09-14T05:38:17.707035+00:00
michael pittman,PIT,WR,4900,43727698,2026-09-14T05:38:17.707035+00:00
mason rudolph,PIT,QB,4000,43727309,2026-09-14T05:38:17.707035+00:00
will howard,PIT,QB,4000,43727310,2026-09-14T05:38:17.707035+00:00
drew allar,PIT,QB,4000,43727311,2026-09-14T05:38:17.707035+00:00
eli heidenreich,PIT,RB,4000,43727588,2026-09-14T05:38:17.707035+00:00
travis homer,PIT,RB,4000,43727590,2026-09-14T05:38:17.707035+00:00
lew nichols,PIT,RB,4000,43727592,2026-09-14T05:38:17.707035+00:00
riley nowakowski,PIT,RB,4000,43727594,2026-09-14T05:38:17.707035+00:00
germie bernard,PIT,WR,3900,43727744,2026-09-14T05:38:17.707035+00:00
pat freiermuth,PIT,TE,3400,43728254,2026-09-14T05:38:17.707035+00:00
roman wilson,PIT,WR,3100,43727834,2026-09-14T05:38:17.707035+00:00
brandon johnson,PIT,WR,3000,43727998,2026-09-14T05:38:17.707035+00:00
ben skowronek,PIT,WR,3000,43728110,2026-09-14T05:38:17.707035+00:00
kaden wetjen,PIT,WR,3000,43728112,2026-09-14T05:38:17.707035+00:00
max hurleman,PIT,WR,3000,43728114,2026-09-14T05:38:17.707035+00:00
cole burgess,PIT,WR,3000,43728116,2026-09-14T05:38:17.707035+00:00
brandon smith,PIT,WR,3000,43728118,2026-09-14T05:38:17.707035+00:00
joaquin davis,PIT,,3000,43728120,2026-09-14T05:38:17.707035+00:00
levi wentz,PIT,,3000,43728122,2026-09-14T05:38:17.707035+00:00
darnell washington,PIT,TE,3000,43728274,2026-09-14T05:38:17.707035+00:00
robert tonyan,PIT,TE,2500,43728468,2026-09-14T05:38:17.707035+00:00
jaheim bell,PIT,TE,2500,43728470,2026-09-14T05:38:17.707035+00:00
lake mcree,PIT,TE,2500,43728474,2026-09-14T05:38:17.707035+00:00
PIT DST,PIT,DST,3300,43728527,2026-09-14T05:38:17.707035+00:00
breece hall,NYJ,RB,6200,43727350,2026-09-14T05:38:17.707035+00:00
garrett wilson,NYJ,WR,5800,43727662,2026-09-14T05:38:17.707035+00:00
braelon allen,NYJ,RB,4700,43727410,2026-09-14T05:38:17.707035+00:00
geno smith,NYJ,QB,4600,43727261,2026-09-14T05:38:17.707035+00:00
isaiah davis,NYJ,RB,4200,43727456,2026-09-14T05:38:17.707035+00:00
omar cooper,NYJ,WR,4100,43727732,2026-09-14T05:38:17.707035+00:00
bailey zappe,NYJ,QB,4000,43727282,2026-09-14T05:38:17.707035+00:00
cade klubnik,NYJ,QB,4000,43727302,2026-09-14T05:38:17.707035+00:00
adrian martinez,NYJ,,4000,43727304,2026-09-14T05:38:17.707035+00:00
kene nwangwu,NYJ,RB,4000,43727570,2026-09-14T05:38:17.707035+00:00
sam scott,NYJ,RB,4000,43727572,2026-09-14T05:38:17.707035+00:00
chip trayanum,NYJ,RB,4000,43727574,2026-09-14T05:38:17.707035+00:00
andrew beck,NYJ,RB,4000,43727576,2026-09-14T05:38:17.707035+00:00
adonai mitchell,NYJ,WR,4000,43727738,2026-09-14T05:38:17.707035+00:00
al-jay henderson,NYJ,RB,4000,44034607,2026-09-14T05:38:17.707035+00:00
kenyon sadiq,NYJ,TE,3800,43728240,2026-09-14T05:38:17.707035+00:00
tim patrick,NYJ,WR,3000,43728062,2026-09-14T05:38:17.707035+00:00
isaiah williams,NYJ,WR,3000,43728064,2026-09-14T05:38:17.707035+00:00
arian smith,NYJ,WR,3000,43728066,2026-09-14T05:38:17.707035+00:00
jamaal pritchett,NYJ,WR,3000,43728068,2026-09-14T05:38:17.707035+00:00
gee scott,NYJ,WR,3000,43728070,2026-09-14T05:38:17.707035+00:00
jalen walthall,NYJ,WR,3000,43728072,2026-09-14T05:38:17.707035+00:00
caullin lacy,NYJ,WR,3000,43728074,2026-09-14T05:38:17.707035+00:00
dt sheffield,NYJ,WR,3000,43728076,2026-09-14T05:38:17.707035+00:00
malik mcclain,NYJ,WR,3000,43728078,2026-09-14T05:38:17.707035+00:00
mason taylor,NYJ,TE,2800,43728284,2026-09-14T05:38:17.707035+00:00
jeremy ruckert,NYJ,TE,2500,43728434,2026-09-14T05:38:17.707035+00:00
jelani woods,NYJ,TE,2500,43728436,2026-09-14T05:38:17.707035+00:00
chase curtis,NYJ,TE,2500,43728438,2026-09-14T05:38:17.707035+00:00
garrison grimes,NYJ,,2500,43728440,2026-09-14T05:38:17.707035+00:00
NYJ DST,NYJ,DST,2500,43728542,2026-09-14T05:38:17.707035+00:00
tony pollard,TEN,RB,5600,43727362,2026-09-14T05:38:17.707035+00:00
carnell tate,TEN,WR,5300,43727680,2026-09-14T05:38:17.707035+00:00
cam ward,TEN,QB,5100,43727252,2026-09-14T05:38:17.707035+00:00
tyjae spears,TEN,RB,5100,43727384,2026-09-14T05:38:17.707035+00:00
nick singleton,TEN,RB,4800,43727406,2026-09-14T05:38:17.707035+00:00
wan'dale robinson,TEN,WR,4800,43727700,2026-09-14T05:38:17.707035+00:00
calvin ridley,TEN,WR,4500,43727714,2026-09-14T05:38:17.707035+00:00
mitchell trubisky,TEN,QB,4000,43727288,2026-09-14T05:38:17.707035+00:00
will levis,TEN,QB,4000,43727289,2026-09-14T05:38:17.707035+00:00
hendon hooker,TEN,QB,4000,43727290,2026-09-14T05:38:17.707035+00:00
michael carter,TEN,RB,4000,43727530,2026-09-14T05:38:17.707035+00:00
kalel mullings,TEN,RB,4000,43727532,2026-09-14T05:38:17.707035+00:00
julius chestnut,TEN,RB,4000,43727534,2026-09-14T05:38:17.707035+00:00
elic ayomanor,TEN,WR,3600,43727770,2026-09-14T05:38:17.707035+00:00
chimere dike,TEN,WR,3400,43727788,2026-09-14T05:38:17.707035+00:00
gunnar helm,TEN,TE,3200,43728260,2026-09-14T05:38:17.707035+00:00
mason kinsey,TEN,WR,3000,43727964,2026-09-14T05:38:17.707035+00:00
kj osborn,TEN,WR,3000,43727966,2026-09-14T05:38:17.707035+00:00
xavier restrepo,TEN,WR,3000,43727968,2026-09-14T05:38:17.707035+00:00
lance mccutcheon,TEN,WR,3000,43727970,2026-09-14T05:38:17.707035+00:00
courtney jackson,TEN,WR,3000,43727972,2026-09-14T05:38:17.707035+00:00
tyren montgomery,TEN,WR,3000,43727974,2026-09-14T05:38:17.707035+00:00
hank beatty,TEN,WR,3000,43727976,2026-09-14T05:38:17.707035+00:00
daniel bellinger,TEN,TE,2700,43728290,2026-09-14T05:38:17.707035+00:00
kylen granson,TEN,TE,2500,43728380,2026-09-14T05:38:17.707035+00:00
jaren kanak,TEN,TE,2500,43728382,2026-09-14T05:38:17.707035+00:00
david martin-robinson,TEN,TE,2500,43728384,2026-09-14T05:38:17.707035+00:00
joel wilson,TEN,TE,2500,43728386,2026-09-14T05:38:17.707035+00:00
TEN DST,TEN,DST,3100,43728531,2026-09-14T05:38:17.707035+00:00
trey mcbride,ARI,TE,6800,43728218,2026-09-14T05:38:17.707035+00:00
jeremiyah love,ARI,RB,6400,43727346,2026-09-14T05:38:17.707035+00:00
michael wilson,ARI,WR,5300,43727682,2026-09-14T05:38:17.707035+00:00
jacoby brissett,ARI,QB,5100,43727253,2026-09-14T05:38:17.707035+00:00
marvin harrison,ARI,WR,5000,43727694,2026-09-14T05:38:17.707035+00:00
tyler allgeier,ARI,RB,4900,43727396,2026-09-14T05:38:17.707035+00:00
trey benson,ARI,RB,4400,43727438,2026-09-14T05:38:17.707035+00:00
james conner,ARI,RB,4200,43727452,2026-09-14T05:38:17.707035+00:00
gardner minshew,ARI,QB,4100,43727268,2026-09-14T05:38:17.707035+00:00
carson beck,ARI,QB,4100,43727269,2026-09-14T05:38:17.707035+00:00
evan hull,ARI,RB,4000,43727486,2026-09-14T05:38:17.707035+00:00
bam knight,ARI,RB,4000,43727584,2026-09-14T05:38:17.707035+00:00
corey kiner,ARI,RB,4000,43727586,2026-09-14T05:38:17.707035+00:00
kendrick bourne,ARI,WR,3600,43727766,2026-09-14T05:38:17.707035+00:00
xavier weaver,ARI,WR,3100,43727832,2026-09-14T05:38:17.707035+00:00
reggie virgil,ARI,WR,3000,43728096,2026-09-14T05:38:17.707035+00:00
devin duvernay,ARI,WR,3000,43728098,2026-09-14T05:38:17.707035+00:00
simi fehoko,ARI,WR,3000,43728100,2026-09-14T05:38:17.707035+00:00
jalen brooks,ARI,WR,3000,43728102,2026-09-14T05:38:17.707035+00:00
tejhaun palmer,ARI,WR,3000,43728104,2026-09-14T05:38:17.707035+00:00
harrison wallace,ARI,WR,3000,43728106,2026-09-14T05:38:17.707035+00:00
bryson green,ARI,WR,3000,43728108,2026-09-14T05:38:17.707035+00:00
ihmir smith-marsette,ARI,WR,3000,44034619,2026-09-14T05:38:17.707035+00:00
tip reiman,ARI,TE,2500,43728456,2026-09-14T05:38:17.707035+00:00
elijah higgins,ARI,TE,2500,43728458,2026-09-14T05:38:17.707035+00:00
teagan quitoriano,ARI,TE,2500,43728460,2026-09-14T05:38:17.707035+00:00
kenny yeboah,ARI,,2500,43728462,2026-09-14T05:38:17.707035+00:00
rivaldo fairweather,ARI,TE,2500,43728464,2026-09-14T05:38:17.707035+00:00
jameson geers,ARI,TE,2500,43728466,2026-09-14T05:38:17.707035+00:00
hunter long,ARI,TE,2500,43728512,2026-09-14T05:38:17.707035+00:00
shawn bowman,ARI,TE,2500,44034637,2026-09-14T05:38:17.707035+00:00
ARI DST,ARI,DST,2000,43728548,2026-09-14T05:38:17.707035+00:00
omarion hampton,LAC,RB,6800,43727340,2026-09-14T05:38:17.707035+00:00
justin herbert,LAC,QB,6100,43727240,2026-09-14T05:38:17.707035+00:00
ladd mcconkey,LAC,WR,5900,43727658,2026-09-14T05:38:17.707035+00:00
keaton mitchell,LAC,RB,4800,43727402,2026-09-14T05:38:17.707035+00:00
kimani vidal,LAC,RB,4800,43727404,2026-09-14T05:38:17.707035+00:00
quentin johnston,LAC,WR,4700,43727704,2026-09-14T05:38:17.707035+00:00
trey lance,LAC,QB,4000,43727312,2026-09-14T05:38:17.707035+00:00
dj uiagalelei,LAC,QB,4000,43727313,2026-09-14T05:38:17.707035+00:00
jaret patterson,LAC,RB,4000,43727596,2026-09-14T05:38:17.707035+00:00
amar johnson,LAC,RB,4000,43727598,2026-09-14T05:38:17.707035+00:00
gregory desrosiers,LAC,RB,4000,43727600,2026-09-14T05:38:17.707035+00:00
alec ingold,LAC,RB,4000,43727602,2026-09-14T05:38:17.707035+00:00
scott matlock,LAC,RB,4000,43727604,2026-09-14T05:38:17.707035+00:00
tre' harris,LAC,WR,3800,43727748,2026-09-14T05:38:17.707035+00:00
oronde gadsden,LAC,TE,3500,43728250,2026-09-14T05:38:17.707035+00:00
brenen thompson,LAC,WR,3300,43727804,2026-09-14T05:38:17.707035+00:00
theo wease,LAC,WR,3000,43728014,2026-09-14T05:38:17.707035+00:00
keandre lambert-smith,LAC,WR,3000,43728124,2026-09-14T05:38:17.707035+00:00
derius davis,LAC,WR,3000,43728126,2026-09-14T05:38:17.707035+00:00
dalevon campbell,LAC,WR,3000,43728128,2026-09-14T05:38:17.707035+00:00
luke grimm,LAC,WR,3000,43728130,2026-09-14T05:38:17.707035+00:00
jaquae jackson,LAC,WR,3000,43728132,2026-09-14T05:38:17.707035+00:00
mante morrow,LAC,WR,3000,43728134,2026-09-14T05:38:17.707035+00:00
devonte ross,LAC,WR,3000,43728136,2026-09-14T05:38:17.707035+00:00
sincere brown,LAC,WR,3000,43728138,2026-09-14T05:38:17.707035+00:00
david njoku,LAC,TE,3000,43728272,2026-09-14T05:38:17.707035+00:00
gary jennings,LAC,WR,3000,44034621,2026-09-14T05:38:17.707035+00:00
charlie kolar,LAC,TE,2500,43728298,2026-09-14T05:38:17.707035+00:00
jerand bradley,LAC,WR,2500,43728476,2026-09-14T05:38:17.707035+00:00
evan svoboda,LAC,TE,2500,43728478,2026-09-14T05:38:17.707035+00:00
johnny pascuzzi,LAC,TE,2500,43728480,2026-09-14T05:38:17.707035+00:00
patrick herbert,LAC,TE,2500,43728514,2026-09-14T05:38:17.707035+00:00
LAC DST,LAC,DST,3500,43728525,2026-09-14T05:38:17.707035+00:00
de'von achane,MIA,RB,7000,43727336,2026-09-14T05:38:17.707035+00:00
malik willis,MIA,QB,5300,43727248,2026-09-14T05:38:17.707035+00:00
jaylen wright,MIA,RB,4500,43727426,2026-09-14T05:38:17.707035+00:00
ollie gordon,MIA,RB,4500,43727428,2026-09-14T05:38:17.707035+00:00
malik washington,MIA,WR,4200,43727724,2026-09-14T05:38:17.707035+00:00
kyle mccord,MIA,QB,4000,43727286,2026-09-14T05:38:17.707035+00:00
cam miller,MIA,QB,4000,43727295,2026-09-14T05:38:17.707035+00:00
brady cook,MIA,QB,4000,43727303,2026-09-14T05:38:17.707035+00:00
coleman bennett,MIA,,4000,43727496,2026-09-14T05:38:17.707035+00:00
donovan edwards,MIA,RB,4000,43727546,2026-09-14T05:38:17.707035+00:00
carlos washington,MIA,RB,4000,43727548,2026-09-14T05:38:17.707035+00:00
anthony hankerson,MIA,RB,4000,43727550,2026-09-14T05:38:17.707035+00:00
dj herman,MIA,RB,4000,43727552,2026-09-14T05:38:17.707035+00:00
jarquez hunter,MIA,RB,4000,44034603,2026-09-14T05:38:17.707035+00:00
tutu atwell,MIA,WR,3700,43727756,2026-09-14T05:38:17.707035+00:00
jalen tolbert,MIA,WR,3500,43727778,2026-09-14T05:38:17.707035+00:00
greg dulcich,MIA,TE,3500,43728248,2026-09-14T05:38:17.707035+00:00
chris bell,MIA,WR,3200,43727816,2026-09-14T05:38:17.707035+00:00
will sheppard,MIA,WR,3000,43727956,2026-09-14T05:38:17.707035+00:00
caleb douglas,MIA,WR,3000,43728010,2026-09-14T05:38:17.707035+00:00
kevin coleman,MIA,WR,3000,43728012,2026-09-14T05:38:17.707035+00:00
jalen reagor,MIA,WR,3000,43728018,2026-09-14T05:38:17.707035+00:00
terrace marshall,MIA,WR,3000,43728020,2026-09-14T05:38:17.707035+00:00
aj henning,MIA,WR,3000,43728022,2026-09-14T05:38:17.707035+00:00
donaven mcculley,MIA,WR,3000,43728024,2026-09-14T05:38:17.707035+00:00
ryan miller,MIA,WR,3000,44034617,2026-09-14T05:38:17.707035+00:00
will kacmarek,MIA,TE,2500,43728406,2026-09-14T05:38:17.707035+00:00
seydou traore,MIA,TE,2500,43728408,2026-09-14T05:38:17.707035+00:00
ben sims,MIA,TE,2500,43728410,2026-09-14T05:38:17.707035+00:00
cole turner,MIA,TE,2500,43728412,2026-09-14T05:38:17.707035+00:00
ethan conner,MIA,,2500,43728516,2026-09-14T05:38:17.707035+00:00
justin joly,MIA,TE,2500,44034633,2026-09-14T05:38:17.707035+00:00
tre watson,MIA,TE,2500,44034635,2026-09-14T05:38:17.707035+00:00
MIA DST,MIA,DST,2700,43728539,2026-09-14T05:38:17.707035+00:00
brock bowers,LV,TE,6900,43728216,2026-09-14T05:38:17.707035+00:00
ashton jeanty,LV,RB,6600,43727344,2026-09-14T05:38:17.707035+00:00
kirk cousins,LV,QB,5000,43727254,2026-09-14T05:38:17.707035+00:00
fernando mendoza,LV,QB,5000,43727255,2026-09-14T05:38:17.707035+00:00
mike washington,LV,RB,4600,43727416,2026-09-14T05:38:17.707035+00:00
jalen nailor,LV,WR,4300,43727720,2026-09-14T05:38:17.707035+00:00
roman hemby,LV,RB,4100,43727460,2026-09-14T05:38:17.707035+00:00
aidan o'connell,LV,QB,4000,43727292,2026-09-14T05:38:17.707035+00:00
jacob clark,LV,QB,4000,43727293,2026-09-14T05:38:17.707035+00:00
dylan laube,LV,RB,4000,43727540,2026-09-14T05:38:17.707035+00:00
chris collier,LV,RB,4000,43727542,2026-09-14T05:38:17.707035+00:00
connor heyward,LV,RB,4000,43727544,2026-09-14T05:38:17.707035+00:00
tre tucker,LV,WR,4000,43727736,2026-09-14T05:38:17.707035+00:00
dare ogunbowale,LV,RB,4000,44034601,2026-09-14T05:38:17.707035+00:00
jack bech,LV,WR,3600,43727760,2026-09-14T05:38:17.707035+00:00
dont'e thornton,LV,WR,3300,43727802,2026-09-14T05:38:17.707035+00:00
malik benson,LV,WR,3100,43727828,2026-09-14T05:38:17.707035+00:00
dareke young,LV,WR,3000,43727992,2026-09-14T05:38:17.707035+00:00
shedrick jackson,LV,WR,3000,43727994,2026-09-14T05:38:17.707035+00:00
phillip dorsett,LV,WR,3000,43727996,2026-09-14T05:38:17.707035+00:00
chase roberts,LV,WR,3000,43728000,2026-09-14T05:38:17.707035+00:00
ej williams,LV,WR,3000,43728002,2026-09-14T05:38:17.707035+00:00
deven thompkins,LV,WR,3000,43728004,2026-09-14T05:38:17.707035+00:00
justin shorter,LV,WR,3000,43728006,2026-09-14T05:38:17.707035+00:00
corey rucker,LV,WR,3000,43728008,2026-09-14T05:38:17.707035+00:00
ronnie bell,LV,WR,3000,43728050,2026-09-14T05:38:17.707035+00:00
cody white,LV,WR,3000,44034615,2026-09-14T05:38:17.707035+00:00
michael mayer,LV,TE,2900,43728278,2026-09-14T05:38:17.707035+00:00
ian thomas,LV,TE,2500,43728398,2026-09-14T05:38:17.707035+00:00
carter runyon,LV,TE,2500,43728400,2026-09-14T05:38:17.707035+00:00
albert okwuegbunam,LV,TE,2500,43728402,2026-09-14T05:38:17.707035+00:00
patrick gurd,LV,TE,2500,43728404,2026-09-14T05:38:17.707035+00:00
chris myarick,LV,TE,2500,44034631,2026-09-14T05:38:17.707035+00:00
LV DST,LV,DST,2900,43728535,2026-09-14T05:38:17.707035+00:00
josh jacobs,GB,RB,6300,43727348,2026-09-14T05:38:17.707035+00:00
christian watson,GB,WR,5900,43727656,2026-09-14T05:38:17.707035+00:00
jordan love,GB,QB,5700,43727244,2026-09-14T05:38:17.707035+00:00
jayden reed,GB,WR,4900,43727696,2026-09-14T05:38:17.707035+00:00
marshawn lloyd,GB,RB,4800,43727400,2026-09-14T05:38:17.707035+00:00
matthew golden,GB,WR,4700,43727706,2026-09-14T05:38:17.707035+00:00
chris brooks,GB,RB,4500,43727432,2026-09-14T05:38:17.707035+00:00
tucker kraft,GB,TE,4500,43728228,2026-09-14T05:38:17.707035+00:00
kaleb johnson,GB,RB,4400,43727440,2026-09-14T05:38:17.707035+00:00
tyrod taylor,GB,QB,4000,43727285,2026-09-14T05:38:17.707035+00:00
kyron drones,GB,QB,4000,43727287,2026-09-14T05:38:17.707035+00:00
kedon slovis,GB,QB,4000,43727308,2026-09-14T05:38:17.707035+00:00
pierre strong,GB,RB,4000,43727524,2026-09-14T05:38:17.707035+00:00
damien martinez,GB,RB,4000,43727526,2026-09-14T05:38:17.707035+00:00
jaden nixon,GB,RB,4000,43727528,2026-09-14T05:38:17.707035+00:00
damon bankston,GB,RB,4000,44104565,2026-09-14T05:38:17.707035+00:00
savion williams,GB,WR,3200,43727812,2026-09-14T05:38:17.707035+00:00
bo melton,GB,WR,3000,43727950,2026-09-14T05:38:17.707035+00:00
skyy moore,GB,WR,3000,43727952,2026-09-14T05:38:17.707035+00:00
isaiah neyor,GB,WR,3000,43727954,2026-09-14T05:38:17.707035+00:00
brenden rice,GB,WR,3000,43727958,2026-09-14T05:38:17.707035+00:00
j michael sturdivant,GB,WR,3000,43727960,2026-09-14T05:38:17.707035+00:00
chris hilton,GB,WR,3000,43728160,2026-09-14T05:38:17.707035+00:00
luke musgrave,GB,TE,3000,43728270,2026-09-14T05:38:17.707035+00:00
jonnu smith,GB,TE,3000,44034625,2026-09-14T05:38:17.707035+00:00
josh whyle,GB,TE,2500,43728368,2026-09-14T05:38:17.707035+00:00
drake dabney,GB,TE,2500,43728370,2026-09-14T05:38:17.707035+00:00
luke lachey,GB,,2500,43728374,2026-09-14T05:38:17.707035+00:00
rj maryland,GB,TE,2500,43728376,2026-09-14T05:38:17.707035+00:00
thomas yassmin,GB,TE,2500,43728378,2026-09-14T05:38:17.707035+00:00
mark redman,GB,TE,2500,44034627,2026-09-14T05:38:17.707035+00:00
GB DST,GB,DST,3000,43728532,2026-09-14T05:38:17.707035+00:00
justin jefferson,MIN,WR,7300,43727636,2026-09-14T05:38:17.707035+00:00
jordan addison,MIN,WR,5800,43727660,2026-09-14T05:38:17.707035+00:00
kyler murray,MIN,QB,5500,43727246,2026-09-14T05:38:17.707035+00:00
jordan mason,MIN,RB,5400,43727368,2026-09-14T05:38:17.707035+00:00
aaron jones,MIN,RB,5300,43727372,2026-09-14T05:38:17.707035+00:00
jj mccarthy,MIN,QB,4500,43727262,2026-09-14T05:38:17.707035+00:00
demond claiborne,MIN,RB,4400,43727434,2026-09-14T05:38:17.707035+00:00
jauan jennings,MIN,WR,4300,43727722,2026-09-14T05:38:17.707035+00:00
carson wentz,MIN,QB,4000,43727297,2026-09-14T05:38:17.707035+00:00
max brosmer,MIN,QB,4000,43727298,2026-09-14T05:38:17.707035+00:00
kejon owens,MIN,RB,4000,43727558,2026-09-14T05:38:17.707035+00:00
max bredeson,MIN,RB,4000,43727560,2026-09-14T05:38:17.707035+00:00
deejay dallas,MIN,RB,4000,43727620,2026-09-14T05:38:17.707035+00:00
tj hockenson,MIN,TE,3300,43728258,2026-09-14T05:38:17.707035+00:00
tai felton,MIN,WR,3000,43728026,2026-09-14T05:38:17.707035+00:00
myles price,MIN,WR,3000,43728028,2026-09-14T05:38:17.707035+00:00
dillon bell,MIN,WR,3000,43728030,2026-09-14T05:38:17.707035+00:00
jeshaun jones,MIN,WR,3000,43728032,2026-09-14T05:38:17.707035+00:00
dontae fleming,MIN,WR,3000,43728034,2026-09-14T05:38:17.707035+00:00
trayvon rudolph,MIN,WR,3000,43728036,2026-09-14T05:38:17.707035+00:00
michael briscoe,MIN,WR,3000,43728038,2026-09-14T05:38:17.707035+00:00
terrill davis,MIN,WR,3000,43728040,2026-09-14T05:38:17.707035+00:00
marcus sanders,MIN,WR,3000,43728042,2026-09-14T05:38:17.707035+00:00
josh oliver,MIN,TE,2800,43728282,2026-09-14T05:38:17.707035+00:00
cam grandy,MIN,TE,2500,43728344,2026-09-14T05:38:17.707035+00:00
ben yurosek,MIN,TE,2500,43728414,2026-09-14T05:38:17.707035+00:00
gavin bartholomew,MIN,TE,2500,43728416,2026-09-14T05:38:17.707035+00:00
bryson nesbit,MIN,TE,2500,43728418,2026-09-14T05:38:17.707035+00:00
marshall lang,MIN,,2500,43728420,2026-09-14T05:38:17.707035+00:00
andrew depaola,MIN,TE,2500,43728422,2026-09-14T05:38:17.707035+00:00
MIN DST,MIN,DST,2800,43728537,2026-09-14T05:38:17.707035+00:00
jayden daniels,WAS,QB,6500,43727238,2026-09-14T05:38:17.707035+00:00
terry mclaurin,WAS,WR,5700,43727664,2026-09-14T05:38:17.707035+00:00
jacory croskey-merritt,WAS,RB,5300,43727374,2026-09-14T05:38:17.707035+00:00
rachaad white,WAS,RB,5200,43727380,2026-09-14T05:38:17.707035+00:00
stefon diggs,WAS,WR,5200,43824689,2026-09-14T05:38:17.707035+00:00
kaytron allen,WAS,RB,4600,43727422,2026-09-14T05:38:17.707035+00:00
marcus mariota,WAS,QB,4500,43727263,2026-09-14T05:38:17.707035+00:00
jeremy mcnichols,WAS,RB,4300,43727446,2026-09-14T05:38:17.707035+00:00
antonio williams,WAS,WR,4200,43727726,2026-09-14T05:38:17.707035+00:00
jerome ford,WAS,RB,4100,43727466,2026-09-14T05:38:17.707035+00:00
sam hartman,WAS,QB,4000,43727317,2026-09-14T05:38:17.707035+00:00
athan kaliakmanis,WAS,QB,4000,43727318,2026-09-14T05:38:17.707035+00:00
